quiz_score,time_spent,learning_style
0,26,kinesthetic
70,25,visual
43,38,auditory
58,10,auditory
55,54,auditory
50,51,auditory
15,54,kinesthetic
37,29,kinesthetic
10,35,kinesthetic
24,30,kinesthetic
92,59,visual
82,59,visual
81,36,visual
58,45,auditory
28,44,kinesthetic
79,25,visual
39,38,kinesthetic
7,16,kinesthetic
97,16,visual
5,43,kinesthetic
44,57,auditory
52,14,auditory
93,17,visual
97,17,visual
20,52,kinesthetic
56,38,auditory
75,19,visual
5,10,kinesthetic
62,47,auditory
5,37,kinesthetic
52,16,auditory
3,26,kinesthetic
8,57,kinesthetic
68,55,auditory
73,33,visual
71,44,visual
86,18,visual
3,51,kinesthetic
57,12,auditory
36,53,kinesthetic
70,13,visual
5,41,kinesthetic
50,53,auditory
78,22,visual
98,33,visual
49,16,auditory
95,28,visual
13,36,kinesthetic
98,59,visual
10,36,kinesthetic
9,27,kinesthetic
60,39,auditory
80,37,visual
12,38,kinesthetic
33,18,kinesthetic
59,48,auditory
50,48,auditory
4,30,kinesthetic
73,54,visual
31,47,kinesthetic
11,16,kinesthetic
51,54,auditory
12,34,kinesthetic
84,35,visual
53,15,auditory
96,58,visual
53,29,auditory
40,27,auditory
47,29,auditory
50,49,auditory
46,27,auditory
49,56,auditory
95,10,visual
75,42,visual
45,48,auditory
98,57,visual
99,32,visual
37,23,kinesthetic
91,37,visual
12,30,kinesthetic
75,53,visual
21,46,kinesthetic
1,16,kinesthetic
92,21,visual
76,46,visual
98,48,visual
12,37,kinesthetic
56,16,auditory
33,54,kinesthetic
18,26,kinesthetic
8,46,kinesthetic
94,23,visual
32,52,kinesthetic
26,13,kinesthetic
44,31,auditory
1,58,kinesthetic
78,26,visual
82,44,visual
56,55,auditory
94,41,visual
56,47,auditory
15,40,kinesthetic
78,34,visual
5,19,kinesthetic
13,58,kinesthetic
26,11,kinesthetic
37,36,kinesthetic
18,21,kinesthetic
36,25,kinesthetic
3,25,kinesthetic
57,12,auditory
89,34,visual
8,27,kinesthetic
39,48,kinesthetic
14,51,kinesthetic
3,49,kinesthetic
89,41,visual
51,59,auditory
17,58,kinesthetic
52,12,auditory
58,17,auditory
98,14,visual
53,29,auditory
40,53,auditory
59,34,auditory
92,15,visual
87,37,visual
3,32,kinesthetic
84,33,visual
38,19,kinesthetic
6,19,kinesthetic
22,42,kinesthetic
84,18,visual
62,27,auditory
64,12,auditory
40,42,auditory
88,19,visual
94,36,visual
43,44,auditory
44,27,auditory
68,16,auditory
94,16,visual
50,31,auditory
64,19,auditory
53,36,auditory
55,54,auditory
93,13,visual
81,21,visual
71,12,visual
89,57,visual
39,52,kinesthetic
57,12,auditory
14,34,kinesthetic
18,35,kinesthetic
9,49,kinesthetic
87,16,visual
15,55,kinesthetic
42,43,auditory
30,19,kinesthetic
15,12,kinesthetic
79,37,visual
27,20,kinesthetic
61,41,auditory
19,17,kinesthetic
34,29,kinesthetic
58,14,auditory
8,50,kinesthetic
9,22,kinesthetic
44,20,auditory
81,43,visual
14,53,kinesthetic
29,12,kinesthetic
47,24,auditory
95,42,visual
39,52,kinesthetic
90,19,visual
90,12,visual
82,55,visual
73,57,visual
43,50,auditory
45,23,auditory
5,42,kinesthetic
23,42,kinesthetic
72,45,visual
90,32,visual
6,10,kinesthetic
5,36,kinesthetic
32,41,kinesthetic
84,30,visual
37,53,kinesthetic
43,29,auditory
16,36,kinesthetic
30,45,kinesthetic
36,50,kinesthetic
10,41,kinesthetic
91,48,visual
4,38,kinesthetic
63,55,auditory
75,32,visual
2,44,kinesthetic
55,24,auditory
62,52,auditory
37,19,kinesthetic
53,24,auditory
1,34,kinesthetic
89,26,visual
1,40,kinesthetic
11,20,kinesthetic
39,29,kinesthetic
1,40,kinesthetic
79,25,visual
93,45,visual
56,48,auditory
46,20,auditory
35,29,kinesthetic
3,35,kinesthetic
74,58,visual
23,35,kinesthetic
81,51,visual
90,56,visual
61,15,auditory
1,54,kinesthetic
14,44,kinesthetic
74,17,visual
90,16,visual
48,46,auditory
86,59,visual
34,25,kinesthetic
93,18,visual
46,20,auditory
23,30,kinesthetic
82,55,visual
59,16,auditory
92,21,visual
76,49,visual
47,30,auditory
22,14,kinesthetic
11,15,kinesthetic
40,52,auditory
28,35,kinesthetic
69,38,auditory
50,12,auditory
22,20,kinesthetic
30,32,kinesthetic
20,34,kinesthetic
23,21,kinesthetic
71,10,visual
8,13,kinesthetic
21,10,kinesthetic
3,15,kinesthetic
76,43,visual
97,36,visual
2,54,kinesthetic
27,25,kinesthetic
89,20,visual
97,23,visual
14,47,kinesthetic
7,57,kinesthetic
47,58,auditory
98,19,visual
87,22,visual
51,54,auditory
54,43,auditory
36,42,kinesthetic
3,42,kinesthetic
54,48,auditory
11,22,kinesthetic
18,26,kinesthetic
78,18,visual
56,22,auditory
93,25,visual
36,46,kinesthetic
75,39,visual
82,48,visual
97,42,visual
6,49,kinesthetic
91,15,visual
54,21,auditory
27,11,kinesthetic
92,42,visual
36,24,kinesthetic
83,26,visual
60,44,auditory
74,40,visual
38,39,kinesthetic
22,47,kinesthetic
51,25,auditory
83,51,visual
83,54,visual
10,49,kinesthetic
65,26,auditory
12,16,kinesthetic
76,14,visual
40,49,auditory
48,36,auditory
14,10,kinesthetic
55,11,auditory
53,13,auditory
30,10,kinesthetic
60,38,auditory
57,30,auditory
86,51,visual
59,44,auditory
52,43,auditory
85,48,visual
60,11,auditory
79,34,visual
41,15,auditory
28,17,kinesthetic
83,44,visual
91,28,visual
26,18,kinesthetic
43,42,auditory
92,17,visual
4,47,kinesthetic
51,41,auditory
52,32,auditory
51,43,auditory
37,32,kinesthetic
43,55,auditory
52,41,auditory
1,10,kinesthetic
53,16,auditory
83,52,visual
76,57,visual
89,33,visual
34,11,kinesthetic
45,27,auditory
71,28,visual
91,51,visual
78,45,visual
54,37,auditory
71,44,visual
10,41,kinesthetic
28,22,kinesthetic
68,15,auditory
62,38,auditory
46,19,auditory
6,49,kinesthetic
63,19,auditory
81,43,visual
63,29,auditory
91,56,visual
11,42,kinesthetic
11,20,kinesthetic
35,33,kinesthetic
28,42,kinesthetic
10,31,kinesthetic
52,57,auditory
69,21,auditory
84,39,visual
73,41,visual
95,53,visual
46,28,auditory
32,54,kinesthetic
80,49,visual
66,11,auditory
42,23,auditory
17,42,kinesthetic
73,41,visual
52,50,auditory
38,28,kinesthetic
71,23,visual
33,13,kinesthetic
36,11,kinesthetic
40,19,auditory
96,38,visual
48,24,auditory
9,40,kinesthetic
39,42,kinesthetic
17,38,kinesthetic
24,20,kinesthetic
40,57,auditory
35,54,kinesthetic
1,49,kinesthetic
82,18,visual
73,56,visual
48,38,auditory
66,46,auditory
52,30,auditory
18,40,kinesthetic
25,31,kinesthetic
53,27,auditory
50,11,auditory
24,31,kinesthetic
16,46,kinesthetic
73,29,visual
60,57,auditory
45,57,auditory
54,13,auditory
49,35,auditory
74,29,visual
10,31,kinesthetic
11,52,kinesthetic
39,29,kinesthetic
47,38,auditory
55,57,auditory
7,40,kinesthetic
87,32,visual
13,53,kinesthetic
86,47,visual
55,25,auditory
53,28,auditory
99,20,visual
16,21,kinesthetic
44,45,auditory
4,22,kinesthetic
2,11,kinesthetic
8,20,kinesthetic
83,10,visual
19,50,kinesthetic
82,19,visual
20,12,kinesthetic
79,17,visual
32,25,kinesthetic
4,45,kinesthetic
23,52,kinesthetic
62,49,auditory
78,48,visual
25,29,kinesthetic
88,56,visual
91,17,visual
32,19,kinesthetic
17,46,kinesthetic
17,41,kinesthetic
37,36,kinesthetic
32,40,kinesthetic
26,12,kinesthetic
48,48,auditory
49,15,auditory
14,26,kinesthetic
76,19,visual
51,30,auditory
97,38,visual
67,38,auditory
98,29,visual
18,24,kinesthetic
94,11,visual
24,42,kinesthetic
75,21,visual
75,22,visual
24,53,kinesthetic
32,53,kinesthetic
59,48,auditory
36,48,kinesthetic
91,47,visual
42,54,auditory
8,30,kinesthetic
13,50,kinesthetic
2,25,kinesthetic
68,43,auditory
55,36,auditory
25,52,kinesthetic
52,12,auditory
40,18,auditory
81,53,visual
20,43,kinesthetic
38,28,kinesthetic
79,47,visual
22,35,kinesthetic
92,32,visual
73,27,visual
57,54,auditory
68,55,auditory
74,49,visual
28,50,kinesthetic
61,54,auditory
52,58,auditory
44,47,auditory
26,19,kinesthetic
33,52,kinesthetic
13,19,kinesthetic
40,30,auditory
73,47,visual
59,47,auditory
41,56,auditory
50,16,auditory
74,21,visual
10,50,kinesthetic
34,42,kinesthetic
18,34,kinesthetic
87,37,visual
64,33,auditory
75,57,visual
60,40,auditory
46,27,auditory
13,32,kinesthetic
66,16,auditory
51,59,auditory
31,17,kinesthetic
79,24,visual
9,47,kinesthetic
16,37,kinesthetic
39,36,kinesthetic
67,30,auditory
62,53,auditory
14,36,kinesthetic
96,56,visual
38,56,kinesthetic
56,51,auditory
9,50,kinesthetic
70,23,visual
96,30,visual
16,23,kinesthetic
75,58,visual
16,52,kinesthetic
15,15,kinesthetic
77,21,visual
2,37,kinesthetic
50,58,auditory
93,38,visual
45,46,auditory
54,47,auditory
98,12,visual
25,42,kinesthetic
75,59,visual
30,55,kinesthetic
80,21,visual
71,21,visual
18,20,kinesthetic
89,37,visual
67,44,auditory
14,43,kinesthetic
57,31,auditory
77,48,visual
29,32,kinesthetic
47,21,auditory
55,28,auditory
41,40,auditory
23,22,kinesthetic
51,28,auditory
42,45,auditory
33,31,kinesthetic
59,53,auditory
82,39,visual
2,13,kinesthetic
67,22,auditory
10,29,kinesthetic
12,48,kinesthetic
49,15,auditory
81,53,visual
18,21,kinesthetic
43,25,auditory
32,54,kinesthetic
37,26,kinesthetic
2,17,kinesthetic
98,42,visual
64,53,auditory
34,48,kinesthetic
35,21,kinesthetic
37,35,kinesthetic
38,28,kinesthetic
24,22,kinesthetic
63,19,auditory
12,43,kinesthetic
67,40,auditory
69,36,auditory
74,12,visual
0,53,kinesthetic
71,14,visual
53,14,auditory
97,46,visual
8,16,kinesthetic
35,49,kinesthetic
36,57,kinesthetic
58,51,auditory
20,22,kinesthetic
19,43,kinesthetic
0,45,kinesthetic
98,43,visual
58,12,auditory
27,19,kinesthetic
70,52,visual
55,44,auditory
8,46,kinesthetic
64,15,auditory
35,30,kinesthetic
97,54,visual
33,14,kinesthetic
80,12,visual
31,29,kinesthetic
65,39,auditory
99,21,visual
24,44,kinesthetic
50,41,auditory
62,28,auditory
89,24,visual
44,19,auditory
25,35,kinesthetic
20,15,kinesthetic
81,57,visual
92,56,visual
50,35,auditory
23,11,kinesthetic
91,58,visual
11,57,kinesthetic
10,41,kinesthetic
26,12,kinesthetic
22,28,kinesthetic
32,45,kinesthetic
79,29,visual
91,39,visual
91,46,visual
37,54,kinesthetic
54,29,auditory
69,43,auditory
41,53,auditory
28,26,kinesthetic
33,51,kinesthetic
56,32,auditory
2,50,kinesthetic
5,18,kinesthetic
47,36,auditory
63,26,auditory
12,50,kinesthetic
35,55,kinesthetic
78,26,visual
69,58,auditory
32,11,kinesthetic
75,24,visual
56,20,auditory
54,46,auditory
12,50,kinesthetic
96,18,visual
50,23,auditory
91,17,visual
52,52,auditory
35,21,kinesthetic
4,16,kinesthetic
24,12,kinesthetic
80,35,visual
36,12,kinesthetic
18,55,kinesthetic
34,13,kinesthetic
33,41,kinesthetic
53,55,auditory
45,23,auditory
5,12,kinesthetic
82,22,visual
0,17,kinesthetic
70,47,visual
33,11,kinesthetic
55,47,auditory
82,55,visual
96,40,visual
25,48,kinesthetic
41,36,auditory
90,26,visual
37,44,kinesthetic
25,55,kinesthetic
98,33,visual
58,10,auditory
83,38,visual
23,35,kinesthetic
20,53,kinesthetic
59,44,auditory
89,53,visual
19,33,kinesthetic
5,55,kinesthetic
66,42,auditory
9,35,kinesthetic
11,46,kinesthetic
96,48,visual
21,35,kinesthetic
61,47,auditory
60,59,auditory
79,47,visual
16,20,kinesthetic
9,38,kinesthetic
11,38,kinesthetic
82,12,visual
39,18,kinesthetic
22,44,kinesthetic
39,15,kinesthetic
73,18,visual
73,17,visual
49,36,auditory
9,43,kinesthetic
93,33,visual
3,57,kinesthetic
0,14,kinesthetic
42,19,auditory
82,29,visual
4,31,kinesthetic
93,21,visual
89,53,visual
33,38,kinesthetic
65,40,auditory
23,15,kinesthetic
13,55,kinesthetic
40,16,auditory
41,42,auditory
12,55,kinesthetic
28,24,kinesthetic
64,22,auditory
45,33,auditory
33,39,kinesthetic
62,42,auditory
3,29,kinesthetic
27,28,kinesthetic
82,28,visual
0,47,kinesthetic
35,33,kinesthetic
12,14,kinesthetic
4,31,kinesthetic
96,31,visual
13,37,kinesthetic
79,26,visual
31,40,kinesthetic
49,56,auditory
26,16,kinesthetic
34,26,kinesthetic
2,21,kinesthetic
3,16,kinesthetic
6,38,kinesthetic
76,54,visual
2,17,kinesthetic
80,13,visual
58,49,auditory
73,25,visual
0,25,kinesthetic
27,31,kinesthetic
58,20,auditory
52,50,auditory
9,20,kinesthetic
70,14,visual
2,51,kinesthetic
6,47,kinesthetic
8,57,kinesthetic
98,21,visual
89,49,visual
68,34,auditory
12,54,kinesthetic
93,22,visual
39,57,kinesthetic
61,35,auditory
61,20,auditory
9,49,kinesthetic
86,32,visual
10,22,kinesthetic
75,42,visual
61,37,auditory
76,13,visual
55,37,auditory
48,43,auditory
15,19,kinesthetic
72,58,visual
73,17,visual
92,18,visual
8,27,kinesthetic
32,11,kinesthetic
87,27,visual
34,49,kinesthetic
74,11,visual
38,31,kinesthetic
76,25,visual
86,46,visual
24,41,kinesthetic
79,19,visual
55,50,auditory
47,43,auditory
84,57,visual
9,25,kinesthetic
40,58,auditory
82,43,visual
98,46,visual
58,49,auditory
27,43,kinesthetic
40,53,auditory
65,22,auditory
50,57,auditory
61,46,auditory
29,21,kinesthetic
39,24,kinesthetic
39,39,kinesthetic
68,40,auditory
61,38,auditory
14,43,kinesthetic
99,41,visual
2,53,kinesthetic
23,32,kinesthetic
40,19,auditory
62,17,auditory
47,30,auditory
60,20,auditory
47,21,auditory
46,58,auditory
55,48,auditory
75,56,visual
7,28,kinesthetic
77,43,visual
17,47,kinesthetic
83,43,visual
22,55,kinesthetic
68,35,auditory
64,49,auditory
45,25,auditory
65,28,auditory
79,59,visual
68,38,auditory
21,54,kinesthetic
64,47,auditory
11,45,kinesthetic
18,30,kinesthetic
21,19,kinesthetic
54,56,auditory
61,32,auditory
50,53,auditory
47,53,auditory
16,16,kinesthetic
12,47,kinesthetic
27,14,kinesthetic
66,28,auditory
4,55,kinesthetic
99,42,visual
59,33,auditory
14,52,kinesthetic
80,32,visual
43,31,auditory
45,45,auditory
28,55,kinesthetic
67,30,auditory
95,27,visual
48,47,auditory
42,36,auditory
67,46,auditory
76,58,visual
19,34,kinesthetic
17,48,kinesthetic
63,39,auditory
48,52,auditory
41,23,auditory
11,43,kinesthetic
88,41,visual
93,40,visual
78,58,visual
35,11,kinesthetic
7,56,kinesthetic
27,48,kinesthetic
85,44,visual
59,32,auditory
48,15,auditory
37,30,kinesthetic
79,35,visual
57,39,auditory
4,50,kinesthetic
45,51,auditory
97,39,visual
74,17,visual
1,48,kinesthetic
88,42,visual
24,19,kinesthetic
0,27,kinesthetic
94,57,visual
68,45,auditory
39,50,kinesthetic
67,59,auditory
68,20,auditory
68,53,auditory
15,17,kinesthetic
53,10,auditory
62,17,auditory
17,14,kinesthetic
16,10,kinesthetic
98,12,visual
81,36,visual
3,54,kinesthetic
94,57,visual
94,32,visual
8,53,kinesthetic
30,48,kinesthetic
4,49,kinesthetic
99,20,visual
15,54,kinesthetic
41,20,auditory
40,45,auditory
79,47,visual
83,40,visual
29,33,kinesthetic
25,28,kinesthetic
48,41,auditory
30,49,kinesthetic
49,47,auditory
14,26,kinesthetic
51,59,auditory
37,44,kinesthetic
37,21,kinesthetic
59,24,auditory
19,48,kinesthetic
98,22,visual
86,39,visual
43,51,auditory
88,28,visual
62,18,auditory
49,37,auditory
21,53,kinesthetic
71,52,visual
53,34,auditory
8,49,kinesthetic
14,50,kinesthetic
47,13,auditory
19,46,kinesthetic
34,16,kinesthetic
66,50,auditory
59,13,auditory
97,32,visual
33,53,kinesthetic
99,53,visual
98,15,visual
72,54,visual
93,18,visual
53,18,auditory
89,30,visual
11,12,kinesthetic
87,22,visual
18,47,kinesthetic
79,27,visual
25,55,kinesthetic
22,40,kinesthetic
32,38,kinesthetic
56,11,auditory
29,40,kinesthetic
22,47,kinesthetic
73,16,visual
35,49,kinesthetic
94,19,visual
85,22,visual
42,10,auditory
65,46,auditory
52,34,auditory
86,39,visual
98,11,visual
59,45,auditory
36,33,kinesthetic
60,21,auditory
95,14,visual
52,24,auditory
11,51,kinesthetic
34,58,kinesthetic
66,55,auditory
97,16,visual
37,11,kinesthetic
23,12,kinesthetic
80,13,visual
39,57,kinesthetic
64,25,auditory
56,36,auditory
71,31,visual
78,12,visual
44,58,auditory
88,26,visual
71,31,visual
95,16,visual
12,39,kinesthetic
78,17,visual
5,28,kinesthetic
96,16,visual
70,10,visual
96,25,visual
46,59,auditory
92,49,visual
43,40,auditory
31,48,kinesthetic
2,36,kinesthetic
53,19,auditory
83,43,visual
77,56,visual
91,23,visual
37,11,kinesthetic
3,48,kinesthetic
78,31,visual
16,35,kinesthetic
36,53,kinesthetic
87,14,visual
35,47,kinesthetic
57,25,auditory
40,21,auditory
7,50,kinesthetic
66,53,auditory
29,51,kinesthetic
85,26,visual
51,34,auditory
96,33,visual
24,20,kinesthetic
51,27,auditory
58,45,auditory
29,12,kinesthetic
66,28,auditory
3,15,kinesthetic
92,32,visual
56,49,auditory
62,16,auditory
31,56,kinesthetic
86,53,visual
82,56,visual
78,18,visual
50,11,auditory
62,56,auditory
79,59,visual
86,54,visual
0,57,kinesthetic
18,56,kinesthetic
34,20,kinesthetic
62,12,auditory
93,51,visual
80,58,visual
25,39,kinesthetic
12,17,kinesthetic
85,46,visual
22,30,kinesthetic
96,17,visual
90,56,visual
34,20,kinesthetic
11,50,kinesthetic
8,43,kinesthetic
97,48,visual
77,25,visual
66,16,auditory
43,13,auditory
60,41,auditory
20,46,kinesthetic
6,55,kinesthetic
96,31,visual
98,16,visual
10,22,kinesthetic
44,27,auditory
31,51,kinesthetic
85,43,visual
82,22,visual
35,43,kinesthetic
36,38,kinesthetic
74,56,visual
40,14,auditory
76,40,visual
91,20,visual
48,47,auditory
14,56,kinesthetic
12,13,kinesthetic
52,16,auditory
32,32,kinesthetic
71,40,visual
31,26,kinesthetic
47,19,auditory
67,31,auditory
56,39,auditory
61,38,auditory
81,26,visual
86,52,visual
92,30,visual
1,31,kinesthetic
76,57,visual
15,48,kinesthetic
7,49,kinesthetic
18,57,kinesthetic
31,57,kinesthetic
66,31,auditory
31,36,kinesthetic
84,32,visual
24,13,kinesthetic
52,35,auditory
80,48,visual
24,26,kinesthetic
32,12,kinesthetic
30,26,kinesthetic
35,52,kinesthetic
86,49,visual
88,28,visual
48,48,auditory
43,27,auditory
47,37,auditory
29,24,kinesthetic
12,35,kinesthetic
42,44,auditory
92,25,visual
15,24,kinesthetic
90,14,visual
25,55,kinesthetic
74,33,visual
46,11,auditory
36,45,kinesthetic
2,54,kinesthetic
25,57,kinesthetic
97,40,visual
96,39,visual
14,21,kinesthetic
65,46,auditory
27,30,kinesthetic
83,21,visual
37,49,kinesthetic
43,46,auditory
52,44,auditory
79,31,visual
3,54,kinesthetic
71,45,visual
43,17,auditory
45,36,auditory
83,36,visual
25,45,kinesthetic
95,16,visual
12,12,kinesthetic
68,13,auditory
43,33,auditory
52,17,auditory
50,54,auditory
12,22,kinesthetic
40,18,auditory
10,29,kinesthetic
36,29,kinesthetic
59,14,auditory
31,55,kinesthetic
44,14,auditory
17,44,kinesthetic
92,10,visual
78,51,visual
19,24,kinesthetic
43,26,auditory
35,21,kinesthetic
68,55,auditory
36,45,kinesthetic
32,52,kinesthetic
81,24,visual
18,23,kinesthetic
50,36,auditory
31,59,kinesthetic
21,31,kinesthetic
0,18,kinesthetic
53,56,auditory
88,30,visual
19,12,kinesthetic
57,40,auditory
34,22,kinesthetic
69,11,auditory
69,56,auditory
60,23,auditory
62,16,auditory
60,38,auditory
56,13,auditory
2,13,kinesthetic
94,33,visual
98,51,visual
44,30,auditory
14,54,kinesthetic
16,37,kinesthetic
14,47,kinesthetic
4,17,kinesthetic
85,51,visual
45,26,auditory
10,18,kinesthetic
63,55,auditory
91,29,visual
13,14,kinesthetic
38,44,kinesthetic
66,50,auditory
54,38,auditory
41,21,auditory
74,41,visual
93,40,visual
4,40,kinesthetic
51,10,auditory
21,52,kinesthetic
76,14,visual
43,45,auditory
84,21,visual
58,25,auditory
24,25,kinesthetic
20,30,kinesthetic
91,42,visual
63,35,auditory
67,12,auditory
92,32,visual
46,34,auditory
34,29,kinesthetic
86,56,visual
6,58,kinesthetic
55,45,auditory
51,44,auditory
45,52,auditory
8,42,kinesthetic
57,14,auditory
22,13,kinesthetic
2,17,kinesthetic
60,20,auditory
8,52,kinesthetic
52,59,auditory
67,36,auditory
48,19,auditory
88,54,visual
69,29,auditory
47,41,auditory
81,57,visual
6,36,kinesthetic
98,58,visual
30,27,kinesthetic
55,35,auditory
95,44,visual
98,37,visual
60,10,auditory
91,43,visual
4,35,kinesthetic
29,15,kinesthetic
21,59,kinesthetic
16,58,kinesthetic
9,55,kinesthetic
70,34,visual
67,26,auditory
41,35,auditory
26,30,kinesthetic
6,41,kinesthetic
22,34,kinesthetic
74,41,visual
7,50,kinesthetic
7,28,kinesthetic
4,11,kinesthetic
70,44,visual
85,25,visual
99,25,visual
1,42,kinesthetic
87,59,visual
50,33,auditory
65,40,auditory
11,51,kinesthetic
46,32,auditory
54,26,auditory
25,42,kinesthetic
44,46,auditory
61,45,auditory
69,28,auditory
86,30,visual
1,48,kinesthetic
25,49,kinesthetic
13,28,kinesthetic
81,17,visual
56,35,auditory
31,50,kinesthetic
61,27,auditory
77,23,visual
29,27,kinesthetic
12,46,kinesthetic
39,37,kinesthetic
30,42,kinesthetic
36,15,kinesthetic
44,16,auditory
85,14,visual
58,36,auditory
27,17,kinesthetic
60,47,auditory
18,42,kinesthetic
42,21,auditory
58,46,auditory
15,46,kinesthetic
68,24,auditory
43,26,auditory
65,46,auditory
9,51,kinesthetic
46,38,auditory
18,12,kinesthetic
83,20,visual
92,35,visual
88,49,visual
80,54,visual
50,15,auditory
12,44,kinesthetic
62,33,auditory
15,48,kinesthetic
52,43,auditory
34,33,kinesthetic
99,28,visual
58,22,auditory
38,52,kinesthetic
66,18,auditory
72,28,visual
60,41,auditory
49,30,auditory
52,41,auditory
45,55,auditory
51,21,auditory
28,38,kinesthetic
4,42,kinesthetic
66,10,auditory
73,58,visual
94,13,visual
74,22,visual
80,32,visual
39,37,kinesthetic
71,52,visual
1,59,kinesthetic
67,21,auditory
61,28,auditory
79,42,visual
57,27,auditory
84,43,visual
68,39,auditory
57,52,auditory
34,56,kinesthetic
13,56,kinesthetic
14,15,kinesthetic
5,13,kinesthetic
15,21,kinesthetic
86,32,visual
94,37,visual
45,20,auditory
62,37,auditory
11,49,kinesthetic
40,43,auditory
18,57,kinesthetic
75,43,visual
76,30,visual
1,45,kinesthetic
19,37,kinesthetic
94,43,visual
8,50,kinesthetic
20,38,kinesthetic
7,35,kinesthetic
38,22,kinesthetic
36,43,kinesthetic
28,28,kinesthetic
82,17,visual
34,38,kinesthetic
37,52,kinesthetic
89,49,visual
74,25,visual
99,37,visual
34,39,kinesthetic
67,32,auditory
2,38,kinesthetic
11,29,kinesthetic
31,26,kinesthetic
46,35,auditory
62,56,auditory
25,48,kinesthetic
42,42,auditory
76,23,visual
43,40,auditory
37,25,kinesthetic
28,30,kinesthetic
54,44,auditory
51,59,auditory
18,28,kinesthetic
34,15,kinesthetic
47,32,auditory
90,35,visual
59,18,auditory
30,22,kinesthetic
2,53,kinesthetic
34,24,kinesthetic
87,41,visual
51,48,auditory
70,53,visual
50,26,auditory
55,54,auditory
98,38,visual
20,58,kinesthetic
0,49,kinesthetic
52,27,auditory
5,43,kinesthetic
97,58,visual
81,34,visual
61,21,auditory
88,54,visual
78,24,visual
46,52,auditory
95,33,visual
49,18,auditory
81,49,visual
30,29,kinesthetic
63,34,auditory
28,56,kinesthetic
14,33,kinesthetic
57,58,auditory
22,35,kinesthetic
37,23,kinesthetic
40,14,auditory
74,57,visual
14,38,kinesthetic
86,17,visual
2,26,kinesthetic
82,52,visual
0,31,kinesthetic
87,27,visual
74,36,visual
93,11,visual
10,10,kinesthetic
59,50,auditory
64,17,auditory
75,30,visual
3,33,kinesthetic
24,11,kinesthetic
71,53,visual
78,47,visual
42,37,auditory
93,43,visual
39,21,kinesthetic
95,59,visual
98,14,visual
84,54,visual
94,45,visual
99,17,visual
90,39,visual
43,19,auditory
71,30,visual
58,55,auditory
22,43,kinesthetic
61,43,auditory
22,13,kinesthetic
57,20,auditory
54,31,auditory
32,50,kinesthetic
76,59,visual
62,32,auditory
59,58,auditory
98,43,visual
60,39,auditory
79,34,visual
75,33,visual
60,34,auditory
94,39,visual
68,48,auditory
88,53,visual
20,25,kinesthetic
2,19,kinesthetic
47,40,auditory
9,20,kinesthetic
86,18,visual
80,45,visual
41,57,auditory
98,28,visual
88,14,visual
65,21,auditory
90,19,visual
45,23,auditory
8,29,kinesthetic
48,29,auditory
3,53,kinesthetic
59,45,auditory
89,34,visual
95,50,visual
28,55,kinesthetic
85,14,visual
46,50,auditory
76,36,visual
86,11,visual
62,21,auditory
30,37,kinesthetic
50,53,auditory
40,22,auditory
35,30,kinesthetic
39,52,kinesthetic
94,17,visual
59,21,auditory
14,50,kinesthetic
77,53,visual
98,20,visual
87,28,visual
29,17,kinesthetic
29,36,kinesthetic
26,16,kinesthetic
39,30,kinesthetic
77,36,visual
44,23,auditory
74,41,visual
46,38,auditory
89,33,visual
55,37,auditory
53,33,auditory
84,11,visual
8,40,kinesthetic
64,21,auditory
69,10,auditory
0,30,kinesthetic
85,38,visual
12,39,kinesthetic
37,51,kinesthetic
44,10,auditory
39,31,kinesthetic
94,51,visual
14,17,kinesthetic
49,22,auditory
1,23,kinesthetic
52,51,auditory
94,10,visual
25,41,kinesthetic
65,47,auditory
74,21,visual
32,56,kinesthetic
81,54,visual
84,56,visual
58,25,auditory
94,33,visual
25,53,kinesthetic
93,29,visual
20,52,kinesthetic
48,53,auditory
79,41,visual
70,36,visual
85,43,visual
70,31,visual
65,12,auditory
36,26,kinesthetic
13,23,kinesthetic
71,36,visual
92,48,visual
6,29,kinesthetic
37,55,kinesthetic
44,40,auditory
21,50,kinesthetic
43,40,auditory
80,38,visual
79,51,visual
96,52,visual
34,41,kinesthetic
59,39,auditory
95,52,visual
2,36,kinesthetic
66,28,auditory
71,37,visual
94,54,visual
54,19,auditory
8,25,kinesthetic
68,40,auditory
27,19,kinesthetic
14,19,kinesthetic
90,37,visual
30,21,kinesthetic
58,42,auditory
81,37,visual
53,27,auditory
67,37,auditory
84,37,visual
46,52,auditory
41,48,auditory
22,23,kinesthetic
85,17,visual
64,39,auditory
88,45,visual
53,12,auditory
91,19,visual
10,18,kinesthetic
62,56,auditory
21,49,kinesthetic
53,22,auditory
88,31,visual
84,33,visual
35,16,kinesthetic
57,22,auditory
19,15,kinesthetic
15,19,kinesthetic
91,20,visual
55,38,auditory
92,25,visual
49,29,auditory
89,30,visual
65,38,auditory
73,23,visual
12,50,kinesthetic
14,25,kinesthetic
72,18,visual
26,15,kinesthetic
7,47,kinesthetic
69,38,auditory
99,27,visual
49,33,auditory
87,26,visual
66,45,auditory
25,30,kinesthetic
35,28,kinesthetic
20,32,kinesthetic
76,36,visual
51,20,auditory
10,35,kinesthetic
7,20,kinesthetic
56,52,auditory
45,31,auditory
77,28,visual
96,17,visual
1,32,kinesthetic
